264,S N AN SPIORAID NAOMH C,Cork,0,261,261,-8.52744,51.8783
265,S N BARRA NAOFA BHUACH,Cork,244,0,244,-8.42775,51.8886
266,S N BARRA NAOFA CAILINI,Cork,0,262,262,-8.42813,51.889
267,S N MHARCUIS B,Cork,96,0,96,-8.45704,51.9108
268,S N BHREANNDAIN C,Cork,5,94,99,-8.46401,51.9099
269,MHUIRE AR CHNOC HAOINE,Cork,140,137,277,-8.50605,51.9048
270,SCOIL OILIBHEIR,Cork,342,318,660,-8.45902,51.9212
271,GAELSCOIL UI RIADA,Cork,125,138,263,-8.51194,51.8792
272,SCOIL AN ATHAIR TADHG O MURCHU,Cork,180,202,382,-8.44287,51.8769
273,Cork Educate Together National School,Cork,109,102,211,-8.47815,51.8987
274,GAELSCOIL MHACHAN,Cork,77,98,175,-8.40261,51.8919
275,GAELSCOIL PEIG SAYERS,Cork,54,80,134,-8.48507,51.922
276,GAELSCOIL AN GHOIRT ALAINN,Cork,154,164,318,-8.44115,51.9082
277,NORTH PRESENTATION PRIMARY SCHOOL,Cork,70,162,232,-8.47546,51.9051
278,SCOIL AISEIRI CHRIOST,Cork,0,373,373,-8.48347,51.9115
279,SCOIL AN SPIORAID NAOMH (BOYS),Cork,375,0,375,-8.52822,51.8782
280,SCOIL NIOCLAIS,Cork,457,450,907,-8.45643,51.8647
281,SCOIL MHUIRE FATIMA,Cork,171,0,171,-8.48056,51.9073
282,Bunscoil Chriost Ri,Cork,351,196,547,-8.46688,51.8883
283,Scoil Maria Assumpta,Cork,0,208,208,-8.47965,51.883
284,BALLINSPITTLE N S,Cork,94,91,185,-8.59545,51.6637
285,MIDLETON CONVENT N S,Cork,135,550,685,-8.16283,51.9081
286,S N CHUAN DOIR,Cork,35,28,63,-9.09453,51.5676
287,DROMLEIGH N S,Cork,33,36,69,-9.03803,51.8341
288,FIRMOUNT MIXED N S,Cork,76,72,148,-8.69727,51.9874
289,CASTLELYONS B N S,Cork,98,104,202,-8.2284,52.0822
290,S N BAILE UI GHIBLIN,Cork,59,81,140,-8.19883,52.2726
291,MILLSTREET CONVENT N S,Cork,69,169,238,-9.06551,52.0584
292,CLOYNE B N S,Cork,123,103,226,-8.12639,51.8614
293,BANTEER N S,Cork,78,75,153,-8.89067,52.131
294,S N SEAN BAILE MOR,Cork,47,34,81,-8.47586,52.218
295,BALLINDANGAN MIXED N S,Cork,11,6,17,-8.33581,52.2359
296,LEAMLARA MIXED N S,Cork,62,64,126,-8.26299,51.9695
297,S N CNOC AN BHILE,Cork,81,64,145,-8.68481,51.8
298,S N BHIORAINN,Cork,109,92,201,-8.6978,51.9379
299,SCOIL NAOMH EOIN,Cork,55,52,107,-8.22732,51.9888
300,CLOCHAR NA TOIRBHIRTE,Cork,18,70,88,-8.59037,52.2182
301,KYLE N S,Cork,28,17,45,-7.9428,51.953
302,BALLYVONGANE MIXED N S,Cork,20,19,39,-8.85853,51.9316
303,BALLYHASS MIXED N S,Cork,87,73,160,-8.8041,52.1738
304,PRESENTATION CONVENT,Cork,0,186,186,-8.74329,51.7484
305,LARAGH N S,Cork,80,74,154,-8.78935,51.7575
306,ST COLUMBAS N.S,Cork,19,471,490,-8.4431,51.8732
307,TRAFRASK MIXED N S,Cork,20,22,42,-9.66435,51.6868
308,DUNMANWAY MODEL N S,Cork,29,33,62,-9.11533,51.7164
309,S N AN GHOILIN,Cork,23,24,47,-9.71289,51.4921
310,FREEMOUNT MIXED N S,Cork,38,48,86,-8.88399,52.2777
311,VICARSTOWN MIXED N S,Cork,36,51,87,-8.65584,51.9543
312,BALLYCLOUGH MIXED N S,Cork,54,67,121,-8.7353,52.1665
313,CLOGHROE MIXED N S,Cork,280,284,564,-8.61535,51.9178
314,CONVENT OF MERCY,Cork,0,216,216,-8.87977,51.6259
315,S N RATH DUBH,Cork,119,144,263,-8.59386,52.0134
316,SCOIL NAOMH SEOSAMH,Cork,1,190,191,-9.25984,51.5522
317,KILCORNEY MIXED N S,Cork,18,16,34,-8.96175,52.0616
318,CASTLEALACK N S,Cork,45,33,78,-8.73881,51.7799
319,OUR LADY OF MERCY N S,Cork,81,171,252,-9.44315,51.6786
320,BALLINADEE N S,Cork,71,64,135,-8.6261,51.7133
321,TULLASLEASE MIXED N S,Cork,8,12,20,-8.9416,52.3153
322,CLOGHOOLA MIXED N S,Cork,13,3,16,-9.06678,52.0252
323,MACROOM CONVENT N S,Cork,109,200,309,-8.95697,51.9027
324,S N ACHADH EOCHAILLE,Cork,30,32,62,-8.88363,51.7055
325,KILGARIFFE N S,Cork,23,25,48,-8.8737,51.6253
326,FERMOY ADAIR N S,Cork,19,26,45,-8.27375,52.1423
327,ST BRENDANS NATIONAL SCHOOL,Cork,13,16,29,-9.45424,51.681
328,SOUTH ABBEY NS,Cork,42,58,100,-7.84257,51.9488
329,BALLINCARRIGA MXD N S,Cork,25,44,69,-9.03606,51.7042
330,COBH N S,Cork,15,13,28,-8.28654,51.8516
331,NEWMARKET B N S,Cork,97,0,97,-9.00409,52.2141
332,SN CILL MHIC ABHAIDH,Cork,23,24,47,-9.13754,51.5817
333,BURNFORT N S,Cork,84,42,126,-8.59736,52.0668
334,DRUIMNE N S,Cork,34,27,61,-8.79915,52.3143
335,KILMAGNER N S,Cork,36,25,61,-8.16981,52.1242
336,Shandrum National School,Cork,92,63,155,-8.76707,52.3452
337,S N IOSEPH,Cork,15,10,25,-9.20476,51.633
338,WHITEGATE MIXED N S,Cork,42,54,96,-8.23485,51.823
339,MALLOW NO 1 N S,Cork,34,25,59,-8.64711,52.1378
340,ST LUKES N S DOUGLAS,Cork,117,95,212,-8.43571,51.8734
341,LISCARROL N S,Cork,76,65,141,-8.80568,52.2586
342,ST JOHN THE BAPTIST N S,Cork,114,104,218,-8.16812,51.9157
343,S N AN AIRD,Cork,33,26,59,-8.90988,51.5707
344,TEMPLEBRADY N S,Cork,27,34,61,-8.29675,51.7998
345,S N OIR CHEANN,Cork,14,13,27,-9.99928,51.6723
346,GOGGINSHILL N S,Cork,99,92,191,-8.57781,51.823
347,WALTERSTOWN N S,Cork,75,83,158,-8.23556,51.8664
348,CANOVEE MIXED N S,Cork,64,77,141,-8.85557,51.8889
349,CURRIGLASS NS,Cork,25,24,49,-8.04878,52.0939
350,UNION HALL MIXED N S,Cork,36,38,74,-9.14353,51.5529
351,RUSHEEN NS,Cork,48,46,94,-8.90345,51.9373
352,S N GLEANN NA HULADH,Cork,41,34,75,-8.36387,52.2534
353,BALTYDANIEL N S,Cork,83,95,178,-8.66982,52.186
354,TIMOLEAGUE N S,Cork,56,86,142,-8.76351,51.642
355,KILBARRY N S,Cork,20,24,44,-9.05998,51.8618
356,ARDAGH BOYS N S,Cork,60,0,60,-9.02899,51.5799
357,CLOGHEEN MXD N S,Cork,92,105,197,-8.56156,51.9081
358,RUSHNACAHARA N S,Cork,12,12,24,-9.62247,51.605
359,INCHIGEELA N S,Cork,21,20,41,-9.12483,51.8405
360,ST JOSEPHS CONVENT N S,Cork,92,84,176,-8.68529,52.3543
361,S N AN DROMA MHOIR,Cork,31,29,60,-9.35846,51.6558
362,SCOIL DHAIRBHRE,Cork,35,36,71,-8.82767,51.6151
363,CLOUGHDUV N S,Cork,57,65,122,-8.78809,51.846
364,TIRELTON N S MXD,Cork,38,41,79,-8.9899,51.8368
365,SCOIL BHRIDE,Cork,111,109,220,-8.76932,51.7267
366,KNOCKRAHA N S,Cork,67,65,132,-8.33901,51.9579
367,Bunscoil Rinn an Chabhlaigh,Cork,376,352,728,-8.31519,51.8499
368,S N ATH NA LIONTA,Cork,53,45,98,-8.63735,52.0685
369,SCOIL MHUIRE LOURDES,Cork,453,0,453,-8.397,51.8191
370,DERRINACAHARA N S,Cork,40,31,71,-9.17601,51.7526
371,CASTLEMARTYR N S,Cork,103,116,219,-8.05094,51.9109
372,DUNMANWAY CONVENT N S,Cork,6,105,111,-9.11339,51.7235
373,DUNMANWAY CONVENT INF,Cork,42,56,98,-9.11362,51.7233
374,LOWER GLANMIRE N S,Cork,80,71,151,-8.4123,51.9195
375,CASTLETOWNSEND MXD N S,Cork,60,59,119,-9.19603,51.5299
376,RIVERSTOWN N S,Cork,357,360,717,-8.3921,51.9298
377,S N DHROM ATHAIN,Cork,117,102,219,-8.6931,52.1038
378,DOUGLAS B N S,Cork,467,1,468,-8.44038,51.8732
379,SHANBALLY N S,Cork,134,110,244,-8.35319,51.831
380,S N BUN AN TSABHAIRNE,Cork,0,188,188,-8.29765,51.8018
381,ST MATTHIAS N S,Cork,8,6,14,-9.46724,51.5631
382,KNOCKACLARIG MXD N S,Cork,18,17,35,-9.21695,52.2754
383,S N BAILE DEASMUMHAN,Cork,40,47,87,-9.23532,52.182
384,COACHFORD N S,Cork,62,56,118,-8.79214,51.9099
385,KANTURK B N S,Cork,105,0,105,-8.91015,52.1763
386,SHERKIN ISLAND N S,Cork,9,3,12,-9.40646,51.4722
387,CASTLETOWNROCHE N S,Cork,37,32,69,-8.46748,52.1718
388,KILBRITTAIN MIXED N S,Cork,90,87,177,-8.69399,51.6727
389,SCOIL BHRIDE,Cork,62,58,120,-9.45903,51.56
390,KILCOE NS,Cork,28,28,56,-9.38987,51.5594
391,S N CLEIRE,Cork,9,3,12,-9.49777,51.4349
392,DERRYCREHA N S,Cork,18,23,41,-9.5095,51.7374
393,ABBEYSTREWRY N S,Cork,44,54,98,-9.2606,51.5405
394,KINSALE N S,Cork,55,43,98,-8.51381,51.7095
395,DUNMANWAY B N S,Cork,88,0,88,-9.10686,51.7216
396,ROSCARBERY CON N S,Cork,29,77,106,-9.0241,51.583
397,SCOIL LACHTAIN NAOFA,Cork,53,55,108,-9.08749,51.8993
398,CLONDROHID N S,Cork,105,104,209,-9.02122,51.9283
399,S N RAE NA NDOIRI,Cork,14,9,23,-9.16048,51.9005
400,BANTRY BOYS N S,Cork,118,0,118,-9.44062,51.6763
401,BALLINGREE MXD N S,Cork,21,12,33,-8.92447,51.9772
402,BALLINTOTAS N S,Cork,74,69,143,-8.09526,51.9092
403,S N BAILE AN MHUIRNE,Cork,67,61,128,-9.14848,51.9372
404,DROMAGH MIXED N S,Cork,13,20,33,-8.94987,52.134
405,KILCROHANE N S,Cork,16,12,28,-9.70255,51.5805
406,GLOUNTHAUNE MIXED N.S.,Cork,236,191,427,-8.34116,51.914
407,CLONPRIEST N S,Cork,81,65,146,-7.92158,51.9292
408,BALLYHEEDA N S,Cork,95,69,164,-8.57102,51.7921
409,LISHEEN MIXED N S,Cork,39,31,70,-9.37558,51.5318
410,GRANGE FERMOY N S,Cork,67,76,143,-8.30586,52.1507
411,MACROOM B N S,Cork,138,6,144,-8.95377,51.9024
412,COOMHOLA N S,Cork,41,52,93,-9.44824,51.7425
413,BARTLEMY N S,Cork,56,45,101,-8.26451,52.0468
414,S N SEOSAMH COBH,Cork,326,0,326,-8.29181,51.8542
415,UPPER GLANMIRE N S,Cork,152,112,264,-8.42985,51.9507
416,KILLAVULLEN N S,Cork,78,57,135,-8.51553,52.1455
417,KEALKIL N S,Cork,47,56,103,-9.37727,51.7483
418,SCOIL REALT NA MARA,Cork,58,35,93,-8.01536,51.8301
419,Bunscoil na Toirbhirte,Cork,68,281,349,-8.26532,52.2652
420,Convent National School,Cork,16,279,295,-8.64208,52.1428
421,DRUMCLUGH N S,Cork,24,26,50,-9.35097,51.7149
422,KILCOLMAN N S,Cork,24,21,45,-8.85379,51.7218
423,WATERGRASSHILL N S,Cork,146,134,280,-8.34164,52.0087
424,CARRIGBOY N S,Cork,53,35,88,-9.52308,51.6218
425,RYLANE N S,Cork,46,29,75,-8.8368,51.9801
426,St Marys National School,Cork,4,314,318,-8.29444,51.8542
427,BOHERBUE N S,Cork,62,63,125,-9.07112,52.158
428,ATH TREASNA G N S,Cork,0,107,107,-8.98947,52.2133
429,SCOIL NA MBRAITHRE,Cork,157,0,157,-8.67889,52.3546
430,BISHOP MURPHY MEMORIAL SCHOOL,Cork,100,0,100,-8.27892,52.1371
431,SCOIL NA MBRAITHRE,Cork,318,0,318,-8.16949,51.9081
432,BALLYGARVAN N S,Cork,221,154,375,-8.46151,51.8229
433,DESERTSERGES N S,Cork,13,11,24,-8.88559,51.7316
434,S N CAIPIN,Cork,39,43,82,-8.99119,51.793
435,ADRIGOLE N S,Cork,7,6,13,-9.72017,51.6952
436,S N PADRAIG NAOFA B,Cork,95,0,95,-9.25965,51.5541
437,S N PADRAIG NAOFA N B,Cork,85,0,85,-9.25974,51.5543
438,DUNDAR MHUIGHE N S,Cork,129,115,244,-8.59316,51.727
439,LISGRIFFIN N S,Cork,17,15,32,-8.74374,52.2214
440,S N NA MONA FLICHE,Cork,31,25,56,-8.98207,51.9677
441,MOCOMHOG N S,Cork,14,12,26,-9.30833,51.7839
442,S N NAOMH SHEAMUIS,Cork,16,15,31,-9.53408,51.6218
443,S N CARRAIG AN IME,Cork,17,6,23,-9.04025,51.9782
444,S N AN CHLOCHAIR,Cork,37,132,169,-8.90791,52.1773
445,ST MARYS CONVENT G,Cork,0,434,434,-8.25777,51.9095
446,BALLYHEA N S,Cork,80,74,154,-8.66339,52.3083
447,S N CNOC SCEACH,Cork,47,59,106,-8.92796,51.6645
448,SCOIL NAOMH AINE,Cork,0,153,153,-8.68506,52.3546
449,S N INIS EOGHANAIN,Cork,154,127,281,-8.65618,51.7669
450,S N CUILINN UI CAOIMH,Cork,34,30,64,-9.11063,52.1083
451,DRIPSEY N S,Cork,56,53,109,-8.71913,51.913
452,OVENS N S,Cork,176,184,360,-8.66564,51.8753
453,TOGHER N S,Cork,21,18,39,-9.15583,51.7672
454,S N FEARGHAIL NAOFA,Cork,103,102,205,-7.99472,51.9399
455,LIOS MAIGHIR,Cork,31,28,59,-8.9422,52.2283
456,MONKSTOWN N S,Cork,112,116,228,-8.3336,51.8488
457,SCOIL NAOMH BREANDAN,Cork,10,10,20,-9.20745,52.0631
458,S N CILL BONAIN,Cork,42,39,81,-8.7277,51.8397
459,S N MHUIRE,Cork,165,179,344,-8.49825,51.9364
460,S N BREANDAN NAOFA,Cork,38,50,88,-8.9728,52.0938
461,SN CROS TSEAIN,Cork,192,0,192,-8.30067,51.8028
462,S N CILL RUADHAIN,Cork,215,191,406,-8.38136,51.9301
463,S N ACHADH BOLG,Cork,44,28,72,-8.807,51.9443
464,SCOIL BHRUGH THUINNE,Cork,47,46,93,-8.72947,52.2685
465,S N NAOMH CAITRIONA,Cork,77,66,143,-8.1184,52.0962
466,S N RATHAIN,Cork,33,26,59,-8.59211,52.1254
467,S N ATH FHADA,Cork,149,138,287,-8.2065,51.8375
468,S N NA SCAIRTE LEITHE,Cork,202,146,348,-8.16069,51.8681
469,S N NAOMH LACHTIN,Cork,78,64,142,-8.75207,51.9916
470,RATHCORMAC N S,Cork,151,152,303,-8.28354,52.0767
471,SCOIL NA MBRAITHRE,Cork,215,0,215,-8.26575,52.2628
472,S N PADRAIG NAOFA,Cork,151,167,318,-8.53067,51.9803
473,S N AN MHAOILINN,Cork,27,29,56,-9.03393,52.2648
474,S N RATH A BHARRAIGH,Cork,33,14,47,-8.94535,51.5616
475,S N NAOMH EOIN B,Cork,394,0,394,-8.58989,51.8859
476,SCOIL NAOMH MHUIRE C,Cork,0,400,400,-8.59226,51.8862
477,S N MHUIRE,Cork,40,36,76,-8.16678,52.2039
478,ROCKCHAPEL N S,Cork,19,15,34,-9.14015,52.2895
479,S N RE NA SCRINE,Cork,14,16,30,-9.05194,51.6265
480,CURRAGHAGALLA N S,Cork,24,15,39,-8.29226,52.2069
481,S N AN PHAIRC,Cork,20,21,41,-7.94129,51.9843
482,S N CNOC NA MANACH,Cork,65,66,131,-8.37616,51.7625
483,GLANTANE B N S,Cork,88,66,154,-8.76264,52.1082
484,S N ATH AN MHUILLINN,Cork,42,45,87,-8.8538,52.3389
485,S N MHUIRE,Cork,95,78,173,-8.42353,52.0454
486,SCOIL FREASTOGAIL MUIRE,Cork,72,181,253,-8.27313,52.1348
487,S N NAOMH PADRAIG,Cork,199,0,199,-8.64058,52.1387
488,S N MOING NA MIOL,Cork,49,57,106,-8.71074,52.0396
489,SHANAGARRY N S,Cork,38,56,94,-8.03529,51.8542
490,MUIRE GAN SMAL,Cork,39,45,84,-8.22232,52.1435
491,S N CILL MHUIRE B,Cork,83,72,155,-8.88013,51.8449
492,NAOMH MHUIRE B,Cork,380,0,380,-8.26279,51.9085
493,S N AN GHARRAIN,Cork,31,18,49,-8.65597,51.8319
494,LISGRIFFIN N S,Cork,10,8,18,-9.77869,51.4743
495,S N MHUIRE MXD,Cork,31,40,71,-9.16162,52.1762
496,S N GLEANNAMHAIN,Cork,62,66,128,-8.35769,52.192
497,S N BAILE MUINE,Cork,18,17,35,-8.95093,51.7322
498,BALLYGOWN NS,Cork,66,46,112,-8.51903,52.1916
499,St Mary's Church of Ireland N.S,Cork,110,103,213,-8.3848,51.8189
500,DROMDHALLAGH N S,Cork,31,17,48,-9.26004,51.6621
501,S N MHUIRE B,Cork,72,0,72,-9.06759,52.0597
502,S N FHURSA,Cork,30,39,69,-8.85837,52.0807
503,IOSEF NAOFA,Cork,52,30,82,-8.27955,52.1443
504,SCOIL NA NOG,Cork,28,44,72,-8.39687,51.9185
505,S N BAILE NORA,Cork,168,139,307,-8.56475,51.8538
506,SN DROICHEAD NA BANDAN,Cork,101,94,195,-8.74445,51.7368
507,S N CLOGACH,Cork,35,31,66,-8.7958,51.675
508,S N MUIRE NA DOIRINI,Cork,31,13,44,-9.26424,51.6058
509,SCOIL MHUIRE,Cork,27,21,48,-9.27935,51.6902
510,SCOIL CHAITRIONA,Cork,62,43,105,-8.10854,52.0526
511,S N BAILE UI CHROININ,Cork,18,13,31,-8.11955,51.8174
512,S N NAOMH MHUIRE,Cork,63,66,129,-8.73842,51.8752
513,S N GARRAN AN EASAIGH,Cork,36,29,65,-8.64057,51.6478
514,LITTLE ISLAND NS,Cork,105,100,205,-8.36197,51.9004
515,ST. JOHNS GIRLS N S,Cork,0,520,520,-8.39782,51.8186
516,S N CNOC NA CROIGHE,Cork,31,44,75,-9.20971,52.1234
517,S N INIS,Cork,88,91,179,-7.9906,51.9855
518,SCOIL NA MBRAITHRE,Cork,54,0,54,-8.58177,52.2218
519,LISAVAIRD MXD N S,Cork,37,29,66,-8.95443,51.5996
520,S N FIONAN NA REANNA,Cork,72,40,112,-8.37053,51.7271
521,S N CHOBH CHIONN TSAILE,Cork,113,102,215,-8.50215,51.7028
522,S N IOSAGAIN,Cork,73,92,165,-8.64162,52.1433
523,S N CILLMIN,Cork,76,69,145,-9.00789,51.661
524,BARRYROE NS,Cork,110,85,195,-8.74693,51.6082
525,SCOIL GHOBNATAN,Cork,297,246,543,-8.64544,52.1297
526,DERRINAGREE N S,Cork,40,33,73,-9.03521,52.1233
527,SCOIL NAOMH EOIN BAISTE,Cork,41,58,99,-8.83271,52.2104
528,NEWCESTOWN N S,Cork,99,108,207,-8.86933,51.7821
529,S N CILL CRIODAIN,Cork,128,144,272,-7.97281,51.8877
530,RATHMORE N S,Cork,52,55,107,-9.35162,51.4981
531,SN MHUIRE,Cork,70,66,136,-8.39879,52.145
532,SCOIL AN ATHAR TADHG,Cork,166,180,346,-8.47718,51.9895
533,SN FHIACHNA,Cork,24,20,44,-9.55337,51.7512
534,CAHERMORE NEW CENTRAL S,Cork,28,26,54,-10.0613,51.6053
535,SCOIL CHAITIGHEIRN,Cork,45,41,86,-9.95222,51.6918
536,MHICHIL NAOFA,Cork,14,6,20,-9.88186,51.6352
537,SN CILL DAIRBHRE,Cork,68,73,141,-8.42484,52.2449
538,CAHERAGH NS,Cork,40,39,79,-9.29941,51.6255
539,ST MARYS CENTRAL SCHOOL,Cork,90,98,188,-8.93727,51.7367
540,SCOIL FIONNBARRA,Cork,56,30,86,-9.22905,51.851
541,SCOIL MUIRE NA NGRAST,Cork,181,165,346,-8.49124,51.744
542,DUNGOURNEY CENTRAL N SC,Cork,122,94,216,-8.09543,51.9678
543,SCOIL BARRA,Cork,280,242,522,-8.6059,51.8898
544,DRIMOLEAGUE JUNIOR SCH,Cork,33,24,57,-9.26079,51.6622
545,"GAELSCOIL CHORAIN,",Cork,148,156,304,-7.84228,51.9497
546,GAEL SCOIL UI RIORDAIN,Cork,306,271,577,-8.61682,51.8874
547,GAELSCOIL DE HIDE,Cork,177,215,392,-8.27891,52.1375
548,GAELSCOIL CARRIG UI LEIGHINN,Cork,280,240,520,-8.38642,51.8201
549,GAEL SCOIL THOMAIS DAIBHIS,Cork,170,155,325,-8.64209,52.125
550,GAELSCOILE COBH,Cork,97,91,188,-8.28623,51.8539
551,DRINAGH MIXED NS,Cork,25,32,57,-9.1475,51.6508
552,BANDON BOYS NS,Cork,214,2,216,-8.74283,51.7489
553,MAULATRAHANE CENTRAL NS,Cork,24,18,42,-9.2003,51.5883
554,SCOIL MHUIRE NA TROCAIRE,Cork,99,101,200,-8.66937,52.2284
555,GAELSCOIL BHEANNTRAI,Cork,72,82,154,-9.44823,51.6795
556,SCOIL AN CROI RO NAOFA,Cork,103,102,205,-9.91003,51.652
557,Gaelscoil Mhichíl Uí Choileáin,Cork,143,175,318,-8.88511,51.6205
558,GAELSCOIL DR M UI SHUILLEABHAIN,Cork,33,33,66,-9.25813,51.5533
559,SCOIL NA MBUACHAILLI,Cork,259,0,259,-8.891,51.6203
560,BUN SCOIL MUIRE,Cork,247,227,474,-7.84329,51.9474
561,GAELSCOIL DROICHEAD NA BANNDAN,Cork,63,79,142,-8.74121,51.7381
562,RINGASKIDDY LOWER HARBOUR N S,Cork,40,37,77,-8.32155,51.824
563,"SCOIL MHUIRE N.S.,",Cork,78,73,151,-9.5452,51.5285
564,STAR OF THE SEA PRIMARY SCHOOL,Cork,210,184,394,-8.34252,51.875
